PLAYER_ID,PLAYER_NAME,GP,MIN,PF,STL,BLK,POSITION,PLAYER_POSITION,DREB_PCT,Stocks,D4_Ratio,D4_Raw,D4_N,D4_Score,W4,MATCHUP_DIFFICULTY,MD_Zscore,MD_Percentile,D_FG_PCT,D_FGA,PCT_PLUSMINUS,NORMAL_FG_PCT,PCT_PLUSMINUS_ADJ,D1_Raw,D1_N,D1_Score,W1,Rim_DFG,Rim_FGA,Rim_PLUSMINUS,Rim_PLUSMINUS_ADJ,Rim_Raw,3PT_DFG,FG3_FGA,3PT_PLUSMINUS,3PT_PLUSMINUS_ADJ,3PT_Raw,ROLE,BLK_per_36,Roamer_Index,Roamer_Pct,D2_Raw,D2_N,D2_Score,W2,DEFLECTIONS,CHARGES_DRAWN,CONTESTED_SHOTS,Z_Defl,Z_Chrg,Z_Cont,Hustle_Raw,D3_Raw,D3_N,D3_Score,W3,D5_Raw,D5_N,D5_Score,W5_Base,W5,Actual_Output,Input_Score,Expected_Output,Efficiency,EDI_Total,Sigmoid_Factor,Efficiency_Residual
1631100,AJ Griffin,72,19.5,1.2,0.6,0.2,F,F,0.08,0.8,0.36363636363636365,0.4423728813559322,1404.0,0.444734648513476,0.9590163934426229,22.625165624337164,-0.501717958033325,0.2928709055876686,0.483,555,0.016,0.466,0.02503092324459985,0.20608108108108103,39960,0.20652173913043473,0.9985007496251874,0.641,237,0.007,0.014525769370499875,0.2919463087248322,0.353,201,-0.004,0.0035257693704998745,0.3708609271523179,Frontcourt,0.36923076923076925,4.102564102564103,0.4756756756756757,0.31901189001793473,16175.014054054054,0.3196807706584299,0.9963042840739015,0.96,0.0,3.09,-0.8588646153906873,-0.5881765107742625,-0.8016345671919872,-2.8368522041311994,0.059602649006622516,1404.0,0.07765172076864618,0.9590163934426229,0.09933774834437085,1404.0,0.11575833242861795,0.9590163934426229,0.8221621621621621,0.2630388237324872,0.2611930484634888,0.4254223881838205,0.6182989253492364,19.109045632958516,0.9828759666842724,-0.16238356445133328
203932,Aaron Gordon,68,30.2,1.9,0.8,0.8,F,F,0.136,1.6,0.5517241379310345,0.8372881355932204,2053.6,0.8277133399196808,0.9716124148372445,26.845372680963184,1.5578226784446105,0.9441233140655106,0.46,750,-0.021,0.481,-0.04904080821200299,0.9087837837837838,51000,0.9083034268110649,0.9988249118683902,0.612,286,-0.024,-0.04736734017666916,0.7348993288590604,0.336,235,-0.026,-0.04936734017666916,0.8874172185430463,Frontcourt,0.9536423841059604,6.531797151410687,0.7243243243243244,0.7786760853034909,18452.59027027027,0.7777728856499524,0.996758962461544,1.16,0.01,5.5,-0.5604212672742593,-0.4781893242393849,0.2631444650074324,-1.2536554507455968,0.33112582781456956,2053.6,0.3359197577592733,0.9716124148372445,0.6307947019867549,2053.6,0.6270817562452687,0.9716124148372445,0.7604836630726108,0.8431053003097263,0.5818162494318941,0.5415950764326549,1.5,85.20651838474436,0.969231140642852,0.3015102238770714
1630174,Aaron Nesmith,73,24.9,3.2,0.8,0.5,G-F,G-F,0.119,1.3,0.30952380952380953,0.2711864406779661,1817.6999999999998,0.27849794600859507,0.968046013740214,27.758239890483747,2.003319093309836,0.976878612716763,0.523,753,0.043,0.48,0.006940256320422951,0.42567567567567566,54969,0.425756714027444,0.9989096658125716,0.628,317,-0.019,-0.04904978639964754,0.7416107382550335,0.429,247,0.067,0.03695021360035246,0.10264900662251653,Frontcourt,0.7228915662650602,5.603810591202017,0.6054054054054054,0.5411149084103437,21537.564864864864,0.5410006874544139,0.9972219090265306,1.49,0.16,5.42,-0.06798974288215293,1.1716184737837783,0.22779910294272132,2.503046307628125,0.8774834437086093,1817.6999999999998,0.8654213429350477,0.968046013740214,0.5099337748344371,1817.6999999999998,0.5096163511298697,0.968046013740214,0.7922279269203697,0.483329738422978,0.571959349052316,0.538023586249044,0.8983413598114853,49.586262914165964,0.9852259683067269,-0.05469384782606601
1630598,Aaron Wiggins,70,18.5,1.6,0.6,0.2,G,G,0.109,0.8,0.3076923076923077,0.2677966101694915,1295.0,0.27807867909187567,0.955719557195572,24.772483767770396,0.5462137942496539,0.7244701348747592,0.511,620,0.051,0.461,0.041168151703506226,0.07094594594594594,43400,0.07153828932475964,0.9986194201564658,0.607,247,-0.015,-0.02319320691374481,0.587248322147651,0.444,214,0.091,0.08280679308625519,0.0033112582781457123,Guards,0.3891891891891892,3.2704973881444475,0.0,0.20768923063247255,15788.5,0.20879587455221585,0.9962141527589362,1.23,0.01,4.8,-0.45596609543350936,-0.4781893242393849,-0.04612745305878915,-1.4584721969710683,0.28807947019867547,1295.0,0.2974634050976271,0.955719557195572,0.423841059602649,1295.0,0.4272134112069597,0.955719557195572,0.3822878228782288,0.14008426265776605,0.28777089154279845,0.43505244448995584,0.5,19.435320572556527,0.9770226300899744,-0.29496818183218976
201143,Al Horford,63,30.5,1.9,0.5,1.0,C-F,C-F,0.159,1.5,0.5172413793103449,0.7813559322033898,1921.5,0.7728364490178217,0.9697199091597275,25.09287094833305,0.702568780846667,0.766859344894027,0.453,1036,-0.033,0.486,-0.045646238055240006,0.8918918918918919,65268,0.8915319617927994,0.9990815576781779,0.586,365,-0.054,-0.0645385317127,0.8288590604026845,0.342,322,-0.014,-0.024538531712700005,0.6721854304635762,Frontcourt,1.180327868852459,6.984188573091473,0.7891891891891892,0.7861760823003544,22256.98054054054,0.7854066876724911,0.9973114642506855,1.19,0.0,10.1,-0.5156547650567951,-0.5881765107742625,2.295502783728316,0.6034949971229959,0.7019867549668874,1921.5,0.6958705776779582,0.9697199091597275,0.7400662251655629,1921.5,0.7327969980598683,0.9697199091597275,0.7401321685046136,0.8385159524798526,0.7343531347060123,0.5968643768634261,1.4048661305943377,86.5364735903448,0.9370266439430035,0.24165157561642647
202692,Alec Burks,51,22.0,1.9,0.7,0.2,G,G,0.124,0.8999999999999999,0.31034482758620685,0.2745762711864407,1122.0,0.2860191000602254,0.949238578680203,23.26478800534512,-0.1895701728628408,0.4238921001926782,0.484,378,0.016,0.468,0.019412263111531134,0.2601351351351351,19278,0.2608793636950633,0.9968973006515669,0.606,165,-0.024,-0.02115644740705739,0.563758389261745,0.34,144,-0.025,-0.02215644740705739,0.6258278145695364,Guards,0.3272727272727273,2.442333785617368,0.0,0.6041035157118094,7718.85,0.6033005421433888,0.9922867776085154,1.18,0.06,3.0,-0.5305769324626165,0.07174660843500283,-0.8413980995147871,-1.228481815107398,0.3344370860927152,1122.0,0.3428412949204962,0.949238578680203,0.554635761589404,1122.0,0.5518623726762362,0.949238578680203,0.37969543147208124,0.4316929046679512,0.3144300318681248,0.44471195755277143,0.9707225691005974,27.323594064323984,0.7109495026250039,-0.013019052884820248
1627936,Alex Caruso,67,23.5,2.4,1.5,0.7,G,G,0.099,2.2,0.6470588235294118,0.9288135593220339,1574.5,0.9130724681263643,0.9632915264606914,28.529600124543236,2.37975743533724,0.9903660886319846,0.444,741,-0.025,0.469,-0.06783563383607033,0.9831081081081081,49647,0.9825249611371285,0.9987929265495805,0.609,243,-0.016,-0.051696361530058604,0.7651006711409396,0.359,309,-0.006,-0.0416963615300586,0.8443708609271523,Guards,1.0723404255319149,9.837985555338669,0.0,0.8166262945019779,19155.3,0.8156376251775271,0.9968774882515495,3.39,0.21,5.28,2.7672220642239136,1.721554406458166,0.16594471932947716,6.376275596469723,0.9801324503311258,1574.5,0.9625075209827822,0.9632915264606914,0.31456953642384106,1574.5,0.3213764056894083,0.9632915264606914,0.3853166105842766,0.8991609315762104,0.9377895077914897,0.670576292525018,1.3408759014050036,97.09434722023325,0.9644288107273639,0.2285846390511923
1630578,Alperen Sengun,75,28.9,3.4,0.9,0.9,C,C,0.204,1.8,0.40909090909090906,0.5728813559322034,2167.5,0.5709182217656794,0.9730639730639731,24.675356335877748,0.4988137756686748,0.7071290944123314,0.504,1158,0.005,0.5,-0.003978647962036146,0.527027027027027,86850,0.5270083683960107,0.9993096306523991,0.616,549,-0.032,-0.039482206635030125,0.6812080536912752,0.384,276,0.023,0.01551779336496988,0.2549668874172185,Frontcourt,1.1211072664359862,5.238819002037319,0.5783783783783784,0.5448684806411817,34625.766891891886,0.5447908664184123,0.9982701838426405,1.77,0.12,8.37,0.3498309444808464,0.7316697276442681,1.53115932907894,3.3443297288483222,0.9271523178807947,2167.5,0.9156465315405712,0.9730639730639731,0.8774834437086093,2167.5,0.8673155395009701,0.9730639730639731,0.8042242242242242,0.5358947225464049,0.743281994724488,0.6000996064669322,0.8930081335885715,64.57415663381026,0.9890130573694068,-0.06420488392052726
1629614,Andrew Nembhard,75,27.6,2.4,0.9,0.2,G-F,G-F,0.078,1.1,0.3235294117647059,0.32033898305084746,2070.0,0.325399856767725,0.971830985915493,27.773454558972293,2.010744138479955,0.9788053949903661,0.474,855,0.007,0.467,-0.029193394492639184,0.7804054054054054,64125,0.7801432830353139,0.999065202150035,0.578,301,-0.053,-0.08316116207719931,0.9060402684563759,0.355,307,-0.007,-0.03716116207719932,0.8178807947019868,Frontcourt,0.2608695652173913,2.964426877470356,0.2756756756756757,0.8718367753281528,22749.587837837837,0.8708586688109153,0.9973695272169509,1.84,0.2,3.59,0.45428611632159627,1.6115672199232887,-0.5807260542875433,3.0966945018806302,0.9039735099337748,2070.0,0.8925939744426825,0.971830985915493,0.08774834437086093,2070.0,0.09936106706463949,0.971830985915493,0.8914579368100495,0.8254620378282463,0.6089966022808649,0.5514434425162058,1.4969087983944778,76.53965895074633,0.9890130573694068,0.27401859531204054
1629014,Anfernee Simons,62,35.0,2.3,0.7,0.2,G,G,0.067,0.8999999999999999,0.2727272727272727,0.16440677966101694,2170.0,0.17343619366116894,0.9730941704035875,24.419567427070046,0.3739839640074943,0.6570327552986512,0.49,869,0.018,0.472,0.011268288647865103,0.347972972972973,53878,0.34814208605876823,0.9988876117023249,0.669,350,0.036,0.030390240539887585,0.17114093959731547,0.325,280,-0.037,-0.04260975946011241,0.8509933774834437,Guards,0.2057142857142857,2.6716141001855287,0.0,0.6130450242232988,18879.0,0.6126868901373703,0.9968319341042293,1.63,0.03,4.56,0.14092060079934657,-0.25821495116962984,-0.1521635392529223,-0.5276728407928355,0.46688741721854304,2170.0,0.46777833872835795,0.9730941704035875,0.029801324503311258,2170.0,0.042452409942684045,0.9730941704035875,0.389237668161435,0.4802780011391216,0.3206071014588565,0.4469501199118521,1.074564935051158,35.77509137860372,0.9275735146384823,0.03332788122726954
